,id,name,colors,Category,Description,price,link
191,DX9655-010,Jordan,Black/WhiteStyle,Everyday Ankle Socks (3 Pairs),These ankle socks will keep you dry and cool with sweat-wicking fabric and breathable ankle panels. They're snug around the arch to give you that extra-supportive feel.,1 295,https://www.nike.com/in/t/jordan-everyday-ankle-socks-PqW8xF/DX9655-010
192,CU5513-010,Nike Phenom Elite,Black/BlackStyle,Men's Woven Running Trousers,"The Nike Phenom Elite Trousers are made from stretchy, lightweight fabric. This version provides a more refined and freeing fit than its predecessors, giving you a slim feel throughout the leg that tapers towards the ankle. This product is made from at least 50% recycled polyester fibres.",4 295,https://www.nike.com/in/t/phenom-elite-woven-running-trousers-rgtqhP/CU5513-010
193,DN2345-100,Nike Dri-FIT Victory,White/BlackStyle,Men's Long-Sleeve Golf Polo,"When it's just the green between you and par, you want to keep your cool as you go for the win. That's why our Victory Polo keeps you covered in breathable, sweat-wicking comfort, so you focus less on feeling the heat and more on your follow-through. This one has long sleeves for a hint of warmth when you've got an early morning tee time.",2 895,https://www.nike.com/in/t/dri-fit-victory-long-sleeve-golf-polo-DL65BK/DN2345-100
194,DQ7320-010,Jordan Dri-FIT Sport Air,Black/Black/Dark Smoke GreyStyle,Men's Statement Trousers,"Fly for hanging, fly for hooping. These trousers have a relaxed fit that tapers at the ankle, perfect for showing off your kicks. Double-knit fabric feels smooth against your skin while sweat-wicking Dri-FIT Technology ups the versatility. Make this your go-to pair for everything from workouts to hangouts.",4 495,https://www.nike.com/in/t/jordan-dri-fit-sport-air-statement-trousers-MkT23N/DQ7320-010
195,DV5957-063,Milwaukee Bucks City Edition,Dark Grey HeatherStyle,Men's Nike NBA Logo T-Shirt,"Rep your squad in the casual comfort of this Nike NBA City Edition T-shirt. A proud Milwaukee Bucks logo shows your team loyalty, and soft fabric in a relaxed fit feels soft against your skin.",1 795,https://www.nike.com/in/t/milwaukee-bucks-city-edition-nba-logo-t-shirt-kvrHfT/DV5957-063
196,DQ4817-010,Nike Dri-FIT ADV A.P.S.,Black/Iron GreyStyle,Men's Fitness Shorts,"Your workouts are an important part of your routine. That's why we made the Axis Performance System (A.P.S.) Shorts to be worn at any time, so you're ready for that high-intensity training at a moment's notice. They're stretchy and breathable so you can get through your reps with ease. Need to go for a quick swim? We added holes in the pockets to help water drain out if you're in the mood for some laps in the pool.",5 195,https://www.nike.com/in/t/dri-fit-adv-aps-fitness-shorts-qFzczx/DQ4817-010
197,DR5265-378,Nike ACG Storm-FIT ADV 'Cascade Rains',Pilgrim/Medium Olive/Matte Olive/Gold SuedeStyle,Men's Full-Zip Shell Jacket,"The Cascade Mountain Range ensures that the western part of the Pacific Northwest gets a lot of rain. That rain is what makes our climate so beautiful, but it also can make being in that environment difficult. We've created Storm-FIT ADV tech to keep you dry and comfortable through it all. The jacket is entirely seam-sealed and paired with water-resistant zips to keep the rain from leaking in. That way, you can enjoy your time exploring the wilderness no matter what the weather throws your way.",9 995,https://www.nike.com/in/t/acg-adv-cascade-rains-shell-jacket-QGwXnF/DR5265-378
198,DM4742-010,Nike Dri-FIT Stride,Black/BlackStyle,"Men's 7"" (18cm approx.) Unlined Running Shorts",The Nike Dri-FIT Stride Shorts have a lightweight feel designed for unrestricted movement. They're smooth to the touch—made from at least 75% recycled polyester fibres—with extra breathability at the upper back. Need to take a phone along? They've got a pocket at the back geared just for your device. There's even gusseted side pockets that help keep your keys or card from falling out.,2 895,https://www.nike.com/in/t/dri-fit-stride-18cm-running-shorts-XrSxQl/DM4742-010
199,DR1444-721,Jordan x Zion,Lemon WashStyle,Men's Long-Sleeve T-Shirt,Zion is a super-fan of anime and now you can rep his passion on the Jordan x Zion T-Shirt. Jordan elements merge with the world of anime on heavyweight cotton that's perfect for everything from workouts to hangouts.,2 895,https://www.nike.com/in/t/jordan-zion-long-sleeve-t-shirt-BRDnfX/DR1444-721
200,DX3638-126,Nike Sportswear,Sand Drift/Hemp/KumquatStyle,Men's Dri-FIT Top,"From music festivals to beach trips, keep the sunny vibes flowing all year long with this breathable button-down shirt. A loose fit and sweat-wicking fabric help keep you rooted in breezy comfort and style. Pair it with the matching shorts for a playful look that's sure to turn heads.",4 495,https://www.nike.com/in/t/sportswear-dri-fit-top-S7fNsX/DX3638-126
201,DM1430-010,Jordan Dri-FIT Sport,Black/White/WhiteStyle,Men's Graphic T-Shirt,"Made from softly knit fabric with Dri-FIT sweat-wicking technology, this tee is a wardrobe staple. Graphics nod to Michael Jordan's famed ""Breakfast Club"" workouts and shout out some of his favourite outdoor basketball courts around the globe.",2 195,https://www.nike.com/in/t/jordan-dri-fit-sport-graphic-t-shirt-VgHN8w/DM1430-010
202,DJ0384-490,Brazil,Coastal BlueStyle,Men's Nike Voice T-Shirt,Keep your squad close to your heart in the Brazil Voice T-Shirt. Proud graphics on soft knit fabric help you stay comfortable as you cheer on the national team.,1 595,https://www.nike.com/in/t/brazil-voice-t-shirt-ZfkTxX/DJ0384-490
203,DX0974-121,Nike Dri-FIT Legend,Summit WhiteStyle,Men's Sleeveless Fitness T-Shirt,"A sweat-wicking legend returns with a new look and feel. It's soft in all the right ways, with a more relaxed fit than previous versions so you can move through your reps without missing a beat.",1 795,https://www.nike.com/in/t/dri-fit-legend-sleeveless-fitness-t-shirt-36SPM0/DX0974-121
204,CV2544-100,NikeCourt Dri-FIT Victory,White/BlackStyle,"Men's 9"" (23cm approx.) Tennis Shorts",Own the court in the NikeCourt Dri-FIT Victory Shorts. Stretchy fabric moves with your body while the mesh-lined pockets reduce bulk and keep the design super lightweight.,2 395,https://www.nike.com/in/t/nikecourt-dri-fit-victory-23cm-tennis-shorts-VcGQd1/CV2544-100
205,DN2715-101,Liverpool F.C. 2022/23 Stadium Away,White/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/liverpool-fc-2022-23-stadium-away-dri-fit-football-shirt-59plqH/DN2715-101
206,DX0966-121,Nike Dri-FIT D.Y.E.,Summit WhiteStyle,Men's Fitness T-Shirt,"This sweat-wicking tee has graphics celebrating your mind on exercise. Every rep releases endorphins, helping to put you in a better state of mind.",1 795,https://www.nike.com/in/t/dri-fit-dye-fitness-t-shirt-5KR3sp/DX0966-121
207,DR6304-100,Milwaukee Bucks Courtside Max 90,WhiteStyle,Men's Nike NBA T-Shirt,"Show your hoops allegiance in this loose-fitting Milwaukee Bucks T-shirt. Soft knit fabric with a proud team print front and centre lets everyone know who your squad is, whether you're courtside or streetside.",1 795,https://www.nike.com/in/t/milwaukee-bucks-courtside-max-90-nba-t-shirt-ZL1nw9/DR6304-100
208,DX9632-902,Jordan,Multi-ColourStyle,Everyday Crew Socks (3 pairs),"Your go-to, everyday, soft and reliable socks. Sweat-wicking technology keeps your feet cool and dry while a snug arch band feels supportive.",1 295,https://www.nike.com/in/t/jordan-everyday-crew-socks-l9lmDn/DX9632-902
209,DZ4697-010,Nike Sportswear Somos Familia,Black/Solar FlareStyle,Men's T-Shirt,"Show your love for family in this classic-fit tee from our ""Somos Familia"" collection. Made from super-soft cotton, its earthy tones easily slip into your everyday wardrobe.",2 195,https://www.nike.com/in/t/sportswear-somos-familia-t-shirt-qtJFxr/DZ4697-010
210,DQ6492-010,Nike Dri-FIT UV Miler Run Division,BlackStyle,Men's Short-Sleeve Graphic Running Top,"Our sweat-wicking Miler Top gets the Run Division treatment with a city-grid graphic and plenty of reflective design features. It also has a UV treatment to help protect you from the sun in areas covered by the garment. Plus, it's cool and breathable, with a relaxed, easy fit that won't slow you down.",2 495,https://www.nike.com/in/t/dri-fit-uv-miler-run-division-short-sleeve-graphic-running-top-bRstbr/DQ6492-010
211,DM1840-452,F.C. Barcelona 2022/23 Stadium Home,Obsidian/SesameStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres.",4 695,https://www.nike.com/in/t/fc-barcelona-2022-23-stadium-home-dri-fit-football-shirt-HFV375/DM1840-452
212,SX7625-013,Nike Elite Mid,Black/White/WhiteStyle,Basketball Socks,The Nike Elite Mid Basketball Socks have an arch band to give you a supportive fit and feel. Targeted cushioning provides padding where your feet touch the ground.,595,https://www.nike.com/in/t/elite-mid-basketball-socks-vhKxF5/SX7625-013
213,AR5007-011,Nike Sportswear JDI,Black/WhiteStyle,Men's T-Shirt,"The Nike Sportswear JDI T-Shirt sets you up with soft jersey fabric and a ""Just Do It."" logo across the chest.",1 495,https://www.nike.com/in/t/sportswear-jdi-t-shirt-fWxmBB/AR5007-011
214,DM6284-010,Nike Dri-FIT Legend,BlackStyle,Men's Graphic Training T-Shirt,"Commit to the grind and flex hard in the Nike Legend T-Shirt. Made with soft, lightweight jersey fabric, it feels silky smooth on your skin and wicks sweat to keep you dry.",1 795,https://www.nike.com/in/t/dri-fit-legend-graphic-training-t-shirt-4Hxc0R/DM6284-010
215,DX9655-010,Jordan,Black/WhiteStyle,Everyday Ankle Socks (3 Pairs),These ankle socks will keep you dry and cool with sweat-wicking fabric and breathable ankle panels. They're snug around the arch to give you that extra-supportive feel.,1 295,https://www.nike.com/in/t/jordan-everyday-ankle-socks-PqW8xF/DX9655-010
216,CJ7838-804,Nike AeroSwift,Orange/Ghost GreenStyle,Men's 5cm (approx.) Running Shorts,"The Nike AeroSwift Shorts keep you ready for your race.Lightweight and breathable, they have a convenient pocket for smaller items. This product is made from at least 75% recycled polyester fibres.",3 695,https://www.nike.com/in/t/aeroswift-5cm-running-shorts-5bdgzt/CJ7838-804
217,DQ6678-369,Nike Dri-FIT D.Y.E.,Light Menta/Dynamic BerryStyle,Men's Knit Training Shorts,"Get your workout going and your neurons firing in these sweat-wicking shorts. We made these to help you get the most out of your reps with soft, breathable fabric. That graphic you see is based off your brain's reaction to exercise and the joy it releases with every step, push and lunge.",2 495,https://www.nike.com/in/t/dri-fit-dye-knit-training-shorts-W6zCs3/DQ6678-369
218,DN0731-100,FFF 2022/23 Stadium Home,White/White/Metallic GoldStyle,Men's Nike Dri-FIT Football Shorts,"Like other shorts from our Stadium collection, these pair replica design details with sweat-wicking fabric to give you a match-ready look inspired by your favourite team.",2 495,https://www.nike.com/in/t/fff-2022-23-stadium-home-dri-fit-football-shorts-NShFBN/DN0731-100
219,DJ8589-101,Paris Saint-Germain Strike,White/Midnight Navy/University Red/Midnight NavyStyle,Men's Nike Dri-FIT Short-Sleeve Football Top,"The Paris Saint-Germain Strike Top has design details specifically tailored for football's rising stars. A slim, streamlined fit ensures that nothing comes between you and the ball, and sweat-wicking fabric helps keep you cool and composed while fine-tuning your skills. This product is made from 100% recycled polyester fibres.",2 495,https://www.nike.com/in/t/paris-saint-germain-strike-dri-fit-short-sleeve-football-top-FbJZFk/DJ8589-101
220,DX0980-010,Nike Dri-FIT,BlackStyle,Men's Fitness T-Shirt,Bring the heat in this sweat-wicking tee with a relaxed feel that won't bunch up when you hit your reps.,1 795,https://www.nike.com/in/t/dri-fit-fitness-t-shirt-2hPWmd/DX0980-010
221,DV9380-113,Nike Dri-FIT,Coconut MilkStyle,Men's Trail Running T-Shirt,"Your off-road adventure gets a little more comfortable with this relaxed and soft tee. The fabric wicks sweat, so the top won't cling to you when your trail run heats up.",2 495,https://www.nike.com/in/t/dri-fit-trail-running-t-shirt-KtnDGS/DV9380-113
222,DN2014-419,New Orleans Pelicans Icon Edition 2022/23,College NavyStyle,Nike Dri-FIT NBA Swingman Jersey,"Every team has its true colours, an unmistakable identity that sets it apart from the rest of the league. Honouring a rich hoops heritage, this New Orleans Pelicans jersey is inspired by what the pros wear on the hardwood, from squad details to lightweight, sweat-wicking mesh. It helps keep you dry and cool on or off the court while you rep your favourite player and the game you love.",5 995,https://www.nike.com/in/t/new-orleans-pelicans-icon-edition-2022-23-dri-fit-nba-swingman-jersey-rjf3d0/DN2014-419
223,DN5190-657,Nike Sportswear,University RedStyle,Men's T-Shirt,"The Nike Sportswear T-Shirt is made from our everyday cotton and has a classic fit for a smooth, familiar feel. Printed graphics on the chest and back bring new life to the Futura logo.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-xL1Jbh/DN5190-657
224,DA3589-010,Nike Spark Lightweight,BlackStyle,No-Show Running Socks,"The Nike Spark Lightweight Socks have a thin design with sweat-wicking technology and mesh fabric for a dry and cool experience. Extra yarn in the footbed and ankle provides subtle cushioning, giving you soft support with every step. Reflective design elements are placed in key areas, making this sock stand out from previous versions.",895,https://www.nike.com/in/t/spark-lightweight-no-show-running-socks-898G3H/DA3589-010
225,DQ5655-133,Nike Dri-FIT Giannis,Sail/Sail/Moon FossilStyle,Men's Basketball Jersey,"With freakish abilities and a championship mindset, Giannis brings an otherworldly skill set to the basketball court. Celebrate the MVP in this embossed mesh jersey. It feels soft and breathable, with sweat-wicking technology so you stay comfortable on the court and beyond.",3 195,https://www.nike.com/in/t/dri-fit-giannis-basketball-jersey-Vv2wF6/DQ5655-133
